Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
1fde85e4-d4ad-3df7-8b63-5da077f83680,PCP32099,489 ARLINGTON ST,DRACUT,MA,01826-5228,42.679722999999996,-71.30068,913-909-9160,2841.5199999999995,22
23ae9af5-8904-3b84-9ce1-61b0c59646c2,PCP33126,3193 CRANBERRY HWY,E WAREHAM,MA,02538-4707,41.793699,-70.638745,508-759-3843,7620.439999999994,60
b12b6bf7-0cfd-3450-9552-82999bb8a322,PCP34152,881 S ST,FITCHBURG,MA,01420-6252,42.601977000000005,-71.81586999999999,978-729-3456,3616.4799999999987,28
337fcc9c-e7b4-36d8-9040-8506236f4bdf,PCP34452,321 WASHINGTON ST,GLOUCESTER,MA,01930-3523,42.62885,-70.685875,978-281-1411,1808.2400000000005,14
2a72671f-f4c3-3260-9593-da40473f9afe,PCP35553,311 SERVICE RD,EAST SANDWICH,MA,02537-1370,41.734214,-70.430683,508-833-4000,5037.239999999997,40
ecdc917d-a909-3a96-81b7-d6463b45afa5,CHICOPEE EYECARE  P.C.,113 CTR ST,CHICOPEE,MA,01013-1667,42.175668,-72.572257,413-592-7777,1420.7600000000002,11
fd7e071a-f849-3bab-9e17-cba7ab618780,PCP37422,6 TALL PINES DR,YARMOUTH PORT,MA,02675-2517,41.706920000000004,-70.221117,508-857-8901,10720.279999999992,84
0f4f2051-b1f7-3e83-854a-5bff136057b4,PCP48934,115 MILL ST,BELMONT,MA,02478-1064,42.395317,-71.180284,617-855-2234,3616.4799999999987,28
e80228d0-1e28-39a2-b665-6596a5567c24,PCP50242,243 MAIN ST,BUZZARDS BAY,MA,02532-3234,41.75495,-70.616158,508-320-2482,7620.439999999994,60
35a49dfd-7ce3-3ef2-bbb3-eab67a5f26c3,NEW ENGLAND ORAL SURGERY ASSOCIATES LLC,2 ANDOVER RD,BILLERICA,MA,01821-1916,42.559673,-71.260947,978-667-8600,3099.8399999999992,24
214935b6-3ba3-31a9-9d96-56095ee9654a,PCP58532,403 HIGHLAND AVE,SOMERVILLE,MA,02144-2530,42.390445,-71.101033,617-429-4738,1808.2400000000005,15
252ab022-9f25-316c-b0fc-ccc5240c5a7b,DALY FOOT CARE  PC,253 SALEM ST,MALDEN,MA,02148-4118,42.42938,-71.058706,781-322-7716,5683.039999999996,44
12ace70e-91ed-35c1-a943-afb8f4976c0e,PCP74715,57 HIGHLAND AVE,SALEM,MA,01970-2141,42.499248,-70.898204,617-922-4585,1808.2400000000005,14
31196748-e7b9-34fa-86c2-cd511fbe672e,PCP80317,30 CONWELL ST,PROVINCETOWN,MA,02657-1548,42.056913,-70.190488,860-450-9789,5166.399999999997,40
ce12c1eb-5d14-3612-b1b9-d52b3d595935,ROBERT J OBRIEN JR MD AND ASSOC PC,83 HERRICK ST,BEVERLY,MA,01915-2757,42.556659,-70.84496,781-729-4878,4133.119999999998,33
e36a2696-9536-3406-b927-3b768368b7e9,PCP87186,90 PLEASANT VALLEY ST,METHUEN,MA,01844-7289,42.742751,-71.178588,,3745.6399999999985,29
ea2056db-8ca2-3afa-8799-22d89243493f,TOTAL REHAB AND FITNESS LLC,179 BEAR HILL RD,WALTHAM,MA,02451-1063,42.388921,-71.24226800000001,781-895-9500,3616.4799999999987,28
9ffe9a94-a8c2-3314-bf1a-e24bfe7ba23b,PCP90776,61 LINCOLN ST,FRAMINGHAM,MA,01702-8264,42.307905,-71.436196,,7232.959999999995,56
80c3d9a3-d516-353d-879f-16a198143b61,PCP109979,251 W CENTRAL ST,NATICK,MA,01760-3758,42.284822,-71.348811,,1808.2400000000005,14
cc7f65a8-6edd-3dd5-8999-a3f06a5f21b5,PCP110821,200 N MAIN ST,EAST LONGMEADOW,MA,01028-2354,42.062378,-72.498111,,4908.079999999997,38
684cad81-eace-39f3-b257-01556300c06f,PCP117098,345 NEPONSET ST,CANTON,MA,02021-1940,42.175737,-71.125385,,4908.079999999997,38
df307868-cb89-31d5-8894-1ddbc7f7fbda,PCP118039,118 GREAT RD,STOW,MA,01775-1190,42.429688,-71.512514,,5424.719999999997,42
fbbf379a-2cf8-3818-b3ff-62f88d68ce77,PCP129065,11 TREMONT ST,KINGSTON,MA,02364-1231,41.987196000000004,-70.74194200000001,,6845.479999999995,53
3ed98587-8c4c-33b4-9cbe-ec7fc451d2b6,PCP143874,242 JOHN WISE AVE,ESSEX,MA,01929-1027,42.64042,-70.77117199999999,,4262.279999999998,33
045f8f40-8a09-3de3-90ff-3d4783ae8a7f,PCP144117,118 WATERHOUSE RD,BOURNE,MA,02532-8305,41.717459999999996,-70.591824,,8912.039999999994,70
30b4f3d3-716c-31b6-805d-6e9a19433f6b,PCP156905,31 UNION AVE,SUDBURY,MA,01776-2269,42.383367,-71.42107,,8007.919999999994,63
18c9efe7-ec0e-3c35-b58d-738000e2036e,PCP167800,44 RIVULET ST,UXBRIDGE,MA,01569-3134,42.061166,-71.643628,,4520.599999999998,35
822a6b9f-da15-3cc4-8436-ab61474f19fd,PCP169859,55 HOSPITAL DR,WINCHENDON,MA,01475-1820,42.66816,-72.055644,978-297-2311,7878.759999999994,61
c13aae5c-3443-371c-a343-60f2c46d6852,PCP171808,12 CANDLEWOOD LN,DENNIS PORT,MA,02639-1334,41.666903999999995,-70.135645,508-292-6022,4778.919999999997,37
242e5bbe-87a7-3a15-8847-8ff68aba0c09,DALTON MEDICAL ASSOCIATES  LLP,33 N ST,DALTON,MA,01226-1202,42.479819,-73.15377600000001,413-684-2110,4133.119999999998,32
b3661782-f15b-3733-aec0-48bc100379f8,STANLEY STREET TREATMENT AND RESOURCES  INC,1010 S MAIN ST,FALL RIVER,MA,02724-2855,41.725351,-71.094162,,1937.4000000000005,15
15263c07-375d-396c-8f98-6ec1d4175eaf,DCS MENTAL HEALTH  INC,151 MYSTIC AVE,MEDFORD,MA,02155-4632,42.423844,-71.10923100000001,781-396-1199,4908.079999999997,38
5f339d06-b1d0-366b-8578-1dffecfe4f07,PCP218528,35 A VILLAGE SQ,CHELMSFORD,MA,01824-2712,42.597055,-71.3697,978-250-9495,1162.44,9
cedfa668-7e66-384c-a5fa-1f8367c69778,PROSPECT HILL CONSULTANTS INC.,16 WATERHOUSE RD,BOURNE,MA,02532-3897,41.717459999999996,-70.591824,508-759-7279,9299.519999999993,72
ac004159-6e08-3d11-b813-1b4b43450f4a,CAPE COD ORTHOPEDICS AND SPORTS MEDICINE PC,130 N ST,HYANNIS,MA,02601,41.647227,-70.249978,508-775-8282,10849.439999999991,84
20c8b48c-9b79-386c-a548-ae64b3192a4a,UPHAMS CORNER HEALTH COMMITTEE INC,415 COLUMBIA RD,DORCHESTER,MA,02125-2424,42.33196,-71.020173,617-287-8000,4133.119999999998,32
aae540b1-016c-3d53-83c1-c66be3aa906a,MILFORD REGIONAL PHYSICIAN GROUP INC,1003 S MAIN ST,BELLINGHAM,MA,02019-1826,42.076682,-71.47449,508-883-0600,7103.799999999995,55
8c35036f-47d7-3e93-9410-e6f7acd9cc77,MILFORD REGIONAL PHYSICIAN GROUP INC,94 MENDON ST,HOPEDALE,MA,01747-1311,42.123007,-71.53140400000001,508-482-5401,6587.159999999995,51
776ce3b8-fe48-3c2f-8a45-d691d19c4e38,MINUTECLINIC DIAGNOSTIC OF MASSACHUSETTS  LLC,24 W MAIN ST,NORTHBOROUGH,MA,01532-1910,42.323342,-71.646236,866-389-2727,5166.399999999997,40
d7d965c6-deeb-39e1-ab10-a10a7b3d628f,CAMBRIDGE PUBLIC HEALTH COMMISSION,100 ELM ST,EVERETT,MA,02149-5128,42.405938,-71.054649,617-843-0700,8524.559999999994,66
a6c98be1-f030-36ea-9d4a-a6a534fe6b2a,BAY STATE PHYSICAL THERAPY OF RANDOLPH PC,160 N MAIN ST,CARVER,MA,02330-1349,41.875178999999996,-70.74671500000001,508-866-1003,6587.159999999995,51
cbccdff0-5324-385f-9100-d86731aa54c0,HALLMARK HEALTH MEDICAL ASSOCIATES INC,100 CUMMINGS CTR,BEVERLY,MA,01915-6128,42.556659,-70.84496,978-232-1120,3745.6399999999985,29
899a59b7-83d9-3d34-8f3a-23c813c24291,PROEX PHYSICAL THERAPY  LLC,400 FRANKLIN ST,BRAINTREE,MA,02184-5542,42.205416,-71.00216800000003,781-214-6544,3487.319999999999,27
f66dc930-9afa-3994-8676-0c23f1d3d7a3,STEWARD MEDICAL GROUP  INC,18 MAIN ST HARBOR VLG,TOWNSEND,MA,01469-1300,42.66495,-71.712025,978-597-9091,3874.7999999999984,30
b8e926d3-93fe-3118-ae14-604751bfa993,MEDICAL CARE OF BOSTON MANAGEMENT CORPORATION,1000 BROADWAY,CHELSEA,MA,02150-2247,42.396824,-71.031348,617-660-6700,5553.8799999999965,43
dd169833-ba50-3b0a-8a76-c37ed6489a36,HARVARD MEDICAL FACULTY PHYS AT BETH ISRAEL DEACONESS MED CTR  INC.,482 BEDFORD ST,LEXINGTON,MA,02420-1402,42.445221999999994,-71.23001500000001,,6845.479999999995,53
3b2fe9e1-cada-3a8e-972a-dca038df6e0c,PERFORMANCE REHABILITATION OF WESTERN NEW ENGLAND LLC,1661 WORCESTER RD,FRAMINGHAM,MA,01701-5405,42.307905,-71.436196,,4520.599999999998,35
bba0fa54-3895-32a5-ab7f-2d47093c20d3,UMASS MEMORIAL MEDICAL GROUP  INC.,281 E HARTFORD AVE,UXBRIDGE,MA,01569-1278,42.061166,-71.643628,508-278-5573,6845.479999999995,53
628b00ad-b487-3dde-aad7-a81029a2d745,PCP333752,1180 BEACON ST,BROOKLINE,MA,02446-3806,42.323853,-71.142003,617-232-0270,1679.0800000000004,13
b62a2f26-b410-32e0-b1c0-b94161f3a7c4,ODONATA PSYCHOTHERAPY AND RETREAT CENTER LLC,19 PINE RD,FORESTDALE,MA,02644-1413,41.683488,-70.510786,774-228-2609,8782.879999999994,69
cbd9a9db-81e3-3e29-b92c-2948953b5980,WESTERN MASS PHYSICIAN ASSOCIATES INC,18 HOSPITAL DR,HOLYOKE,MA,01040-6604,42.211656,-72.642448,413-534-2800,4520.599999999998,35
9a01482a-dc55-3916-9fe9-016717fe40a4,PCP353491,73 W MAIN ST,HOPKINTON,MA,01748-1619,42.224096,-71.54048900000001,,1420.7600000000002,12
c99d0534-fc55-3d43-89da-a97ca9736942,SENTIENT PHYSICIANS PC,119 SUMMIT AVE,WINTHROP,MA,02152-1037,42.375541,-70.970646,410-666-2588,3874.7999999999984,30
0d1563c1-d56c-362e-9e3d-d74463ebbe0f,URGENT CARE MEDICAL CLINIC,629 PLEASANT STREET,BROCKTON,MA,2301,42.0892313,-71.04551,508-583-0010,129.16,1
4e916854-3a59-3f17-bb16-7c406148d822,HANOVER FAMILY HEALTH AND URGENT CARE,1399 WASHINGTON STREET,HANOVER,MA,2339,42.144202,-70.844005,781-829-1000,387.48,3
a76bda1d-f42d-3046-b8c6-021f3db0a086,WALK IN AND PRIMARY CARE,808 MAIN STREET,WALTHAM,MA,2451,42.3760766,-71.242893,781-894-8200,645.8,5
3265f387-6c51-32ee-8f6d-b2a89caa34d5,CHELSEA MGH HEALTH CENTER MEDICAL WALK IN,151 EVERETT AVENUE,CHELSEA,MA,2150,42.3961274,-71.0392206,617-884-8300,516.64,4
ff9474cb-cf9c-350a-a22b-b949ee9793cf,FAMILY CARE MEDICAL CENTER / URGENT CARE PHYSICIAN,1515 ALLEN STREET,SPRINGFIELD,MA,1118,42.0951927,-72.5094159,413-783-9114,387.48,3
cbbee84d-7644-3b24-9f41-e3747f5050df,FAMILY HEALTH CENTER,26 QUEEN STREET,WORCESTER,MA,1610,42.2590345,-71.8139319,508-860-7777,774.9599999999999,6
f1313c7d-3148-335b-adc3-337f15567b82,WINCHESTER HOSPITAL FAMILY MEDICAL CENTER,500 SALEM STREET,WILMINGTON,MA,1887,42.5805281,-71.1438654,978-988-6105,129.16,1
df5a38ee-e493-3572-8f92-bb695aef9891,MID CAPE MEDICAL CENTER,489 BEARSES WAY,HYANNIS,MA,2601,41.6624796,-70.3008223,508-771-4092,1291.6000000000001,10
b81688f5-bd0e-3c99-963f-860d3e90ab5d,URGENT CARE MEDICAL CLINIC,581 BOYLSTON STREET,BOSTON,MA,2116,42.3505548,-71.0766054,617-247-1400,258.32,2
6e62e63b-c39a-3211-99d8-8b8f0f06774e,GREAT BROOK VALLEY HEALTH CENTER,19 TACOMA STREET,WORCESTER,MA,1605,42.3023113,-71.7661395,508-852-1805,129.16,1
62fa9127-485f-3032-87cc-6576d91fec94,LAHEY CLINIC NORTHSHORE,1 ESSEX CENTER DRIVE,PEABODY,MA,1960,42.5369864,-70.9465423,978-538-4000,645.8,5
b60f8daf-0362-3c28-9b54-216e7f3e80bd,FALMOUTH HOSPITAL CLINIC AT BOURNE,1 TROWBRIDGE ROAD,BUZZARDS BAY,MA,2532,41.740785,-70.5980121,508-743-0322,2195.7200000000003,17
d672f853-e2a5-324e-98fa-c6d5f8dfc255,WALTHAM URGENT CARE,9 HOPE AVENUE,WALTHAM,MA,2453,42.3700513,-71.2490152,617-243-5591,1679.0800000000004,13
98d42012-384f-39d9-b210-cc654b9441f6,FONTAINE MEDICAL CENTER,525 LONG POND DRIVE,HARWICH,MA,2645,41.722586,-70.0372004,508-432-4100,1033.28,8
b06770b5-b695-3c1a-9685-ae2223966ff7,GENERAL HEALTH CARE,66 SOUTH WASHINGTON STREET,NORTH ATTLEBORO,MA,2760,41.9799756,-71.3329695,508-643-0100,387.48,3
a9afd4c9-8443-3b5a-a486-07c3bb109b3f,RIVER BEND MEDICAL GROUP - CHICOPEE OFFICE - URGENT CARE,444 MONTGOMERY STREET,CHICOPEE,MA,1020,42.1718584,-72.5849672,413-594-3111,129.16,1
9b5f23f1-c387-3a77-9359-752d26d7f997,FAMILY DOCTORS,250 PARADISE ROAD,SWAMPSCOTT,MA,1907,42.47636,-70.9125322,781-596-4150,1033.28,8
108ccece-277a-396f-8bf2-1527f74458eb,ON CALL URGENT CARE CENTER,51 LOCUST STREET,NORTHAMPTON,MA,1060,42.3323152,-72.6545646,413-584-7425,129.16,1
0f7f97f6-693c-3de9-8190-85feaf4632e2,CONCENTRA URGENT CARE - EAST BOSTON,1 HARBORSIDE DRIVE,EAST BOSTON,MA,2128,42.3634497,-71.0256963,617-568-6500,516.64,4
308b5efa-a9c2-3728-b1ff-d29c5f060731,FALLON CLINIC URGENT CARE,630 PLANTATION STREET,WORCESTER,MA,1605,42.2925591,-71.7603169,508-595-2505,129.16,1
90cf148c-69ed-3d33-aa86-b509c6b0b25f,PROMPT CARE WALK-IN CLINIC,170 GOVERNORS AVENUE,MEDFORD,MA,2155,42.4259086,-71.1113649,781-306-6180,258.32,2
